,Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Country
354,TealBook,Toronto,Other,34.0,0.19,2022-11-17 00:00:00,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,73.0,Canada
216,TechTarget,Boston,Marketing,60.0,0.05,2022-12-08 00:00:00,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115.0,United States
12,Teladoc Health,New York City,Healthcare,300.0,0.06,2023-01-18 00:00:00,https://digitalhealth.modernhealthcare.com/finance/teladoc-health-layoffs-staff-cut-jason-gorevic,172.0,United States
1012,Teleport,SF Bay Area,Infrastructure,15.0,0.06,2022-07-01 00:00:00,https://goteleport.com/blog/managing-downturn/,169.0,United States
1953,Textio,Seattle,Recruiting,30.0,0.2,2020-03-27 00:00:00,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,41.0,United States
1505,The Athletic,SF Bay Area,Media,46.0,0.08,2020-06-05 00:00:00,https://www.axios.com/the-athletic-layoffs-pay-cuts-fa15a80d-47b7-46a5-a08f-3e7eba558f30.html,139.0,United States
1153,The Grommet,Boston,Retail,40.0,1.0,2022-06-09 00:00:00,https://www.bizjournals.com/boston/news/2022/06/09/the-grommet-layoffs-employees.html,5.0,United States
1993,The Guild,Austin,Travel,38.0,0.22,2020-03-23 00:00:00,https://www.americaninno.com/austin/inno-news/report-austin-startup-the-guild-lays-off-38-people/,36.0,United States
944,The Mom Project,Chicago,HR,54.0,0.15,2022-07-14 00:00:00,https://www.linkedin.com/posts/the-mom-project_today-we-shared-the-difficult-news-with-activity-6953445024575475712-VHen/,115.0,United States
1863,The Predictive Index,Boston,HR,59.0,0.25,2020-04-02 00:00:00,https://layoffs.fyi/2020/04/06/the-predictive-index-lays-off-59-employees,65.0,United States
1741,The RealReal,SF Bay Area,Retail,235.0,0.1,2020-04-14 00:00:00,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,358.0,United States
1528,The Sill,New York City,Retail,20.0,0.25,2020-05-28 00:00:00,https://www.inc.com/emily-canal/the-sill-houseplants-sales-flourish-coronavirus-pandemic.html,7.0,United States
1628,TheSkimm,New York City,Media,26.0,0.2,2020-05-01 00:00:00,https://www.wsj.com/articles/theskimm-cuts-20-of-staff-amid-coronavirus-pandemic-11588362569,28.0,United States
997,Thimble,New York City,Finance,20.0,0.33,2022-07-05 00:00:00,https://coverager.com/layoffs-at-thimble/,28.0,United States
97,Thinkific,Vancouver,Education,76.0,0.19,2023-01-10 00:00:00,https://betakit.com/thinkific-makes-more-layoffs-as-part-of-push-towards-profitability/,22.0,Canada
1861,ThirdLove,SF Bay Area,Retail,65.0,0.3,2020-04-02 00:00:00,https://www.businessinsider.com/victorias-secret-challenger-thirdlove-sees-layoffs-due-to-coronavirus-2020-4,68.0,United States
290,Thread,London,Retail,30.0,0.5,2022-11-30 00:00:00,https://www.drapersonline.com/news/ms-acquires-thread-intellectual-property,40.0,United Kingdom
1444,Thriver,Toronto,Food,75.0,0.5,2020-08-06 00:00:00,https://betakit.com/platterz-raises-43-8-million-cad-series-b-rebrands-to-thriver-as-company-pivots-post-pandemic/,53.0,Canada
1917,Thumbtack,SF Bay Area,Consumer,250.0,0.3,2020-03-30 00:00:00,https://layoffs.fyi/2020/04/06/thumbtack-laid-off-250-employees/,423.0,United States
726,Tier Mobility,Berlin,Transportation,180.0,0.16,2022-08-23 00:00:00,https://techcrunch.com/2022/08/23/tier-mobility-lays-off-180-people-amid-poor-funding-climate/,646.0,Germany
80,Tipalti,SF Bay Area,Finance,123.0,0.11,2023-01-11 00:00:00,https://www.calcalistech.com/ctechnews/article/bjj82m39i,565.0,United States
1799,Toast,Boston,Food,1300.0,0.5,2020-04-07 00:00:00,https://layoffs.fyi/2020/04/10/toast-cuts-1300-employees/,902.0,United States
1210,Tomo,Stamford,Finance,44.0,0.33,2022-05-31 00:00:00,https://www.businessinsider.com/purchase-mortgage-company-tomo-lays-off-staff-housing-market-slows-2022-5,110.0,United States
167,Tomorrow,Hamburg,Finance,30.0,0.25,2022-12-16 00:00:00,https://www.businessinsider.de/gruenderszene/fintech/tomorrow-kundigt-viertel-seines-teams/,29.0,Germany
951,Tonal,SF Bay Area,Fitness,262.0,0.35,2022-07-13 00:00:00,https://www.cnbc.com/2022/07/13/peloton-rival-tonal-cuts-jobs-ahead-of-possible-recession-ipo.html,450.0,United States
1118,Tonkean,SF Bay Area,Other,23.0,0.23,2022-06-15 00:00:00,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,83.0,United States
1582,Top Hat,Toronto,Education,16.0,0.03,2020-05-12 00:00:00,https://betakit.com/top-hat-restructures-makes-staff-reductions-as-covid-19-affects-higher-education/,104.0,Canada
1714,Tor,Boston,Security,13.0,0.37,2020-04-17 00:00:00,https://blog.torproject.org/covid19-impact-tor,1.0,United States
1742,TouchBistro,Toronto,Food,131.0,0.23,2020-04-14 00:00:00,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,224.0,Canada
1642,Transfix,New York City,Logistics,24.0,0.1,2020-04-29 00:00:00,https://www.freightwaves.com/news/breaking-transfix-lays-off-10-of-its-staff,128.0,United States
996,Transmit Security,Boston,Security,27.0,0.07,2022-07-05 00:00:00,https://www.themarker.com/technation/2022-07-05/ty-article/.premium/00000181-cd88-dd1b-a7d1-efffaa730000,583.0,United States
1933,TravelTriangle,Gurugram,Travel,250.0,0.5,2020-03-28 00:00:00,https://entrackr.com/2020/03/exclusive-traveltriangle-lays-off-250-employees-covid-crisis/,47.0,India
330,Trax,Singapore,Retail,80.0,0.08,2022-11-22 00:00:00,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,1000.0,Singapore
1356,Treehouse,Portland,Education,41.0,0.9,2021-09-14 00:00:00,https://www.oregonlive.com/silicon-forest/2021/09/online-coding-school-treehouse-formerly-based-in-portland-lays-off-most-of-its-staff.html,12.0,United States
1320,Trell,Bengaluru,Retail,300.0,0.5,2022-03-15 00:00:00,https://www.businesstoday.in/entrepreneurship/news/story/amidst-face-off-between-investors-co-founders-trell-may-lay-off-300-employees-326399-2022-03-17,62.0,India
1968,TripActions,SF Bay Area,Travel,300.0,0.25,2020-03-25 00:00:00,https://layoffs.fyi/2020/03/31/tripactions-laid-off-300-employees-via-a-group-zoom-call/,981.0,United States
1644,TripAdvisor,Boston,Travel,900.0,0.25,2020-04-28 00:00:00,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,3.0,United States
1871,TripleLift,New York City,Marketing,23.0,0.07,2020-04-02 00:00:00,https://www.adweek.com/programmatic/triplelift-confirms-staff-salary-cuts-amid-wave-of-industry-austerity/,16.0,United States
1996,Triplebyte,SF Bay Area,Recruiting,15.0,0.17,2020-03-23 00:00:00,https://layoffs.fyi/2020/03/26/triplebyte-lays-off-15-talent-managers-and-technical-writers/,48.0,United States
1525,TrueCar,Los Angeles,Transportation,219.0,0.3,2020-05-28 00:00:00,https://labusinessjournal.com/news/2020/jun/01/truecar-lays-30-staff/,340.0,United States
637,TrueLayer,London,Finance,40.0,0.1,2022-09-16 00:00:00,https://www.altfi.com/article/9837_exclusive-truelayer-announces-job-cuts-of-up-to-10-of-staff,271.0,United States
769,Truepill,SF Bay Area,Healthcare,175.0,0.33,2022-08-11 00:00:00,https://techcrunch.com/2022/08/11/digital-health-unicorn-truepill-conducts-third-round-of-layoffs-in-2022/,255.0,United States
619,Truiloo,Vancouver,Security,24.0,0.05,2022-09-23 00:00:00,https://betakit.com/trulioo-to-cut-up-to-10-percent-of-staff-exit-small-business-market/,474.0,Canada
776,Trybe,Sao Paulo,Education,47.0,0.1,2022-08-10 00:00:00,https://startups.com.br/noticias/edtech-trybe-enxuga-operacoes-e-corta-10-do-time/,40.0,Brazil
158,TuSimple,San Diego,Transportation,350.0,0.25,2022-12-21 00:00:00,https://techcrunch.com/2022/12/21/self-driving-truck-company-tusimple-to-lay-off-25-of-workforce/,648.0,United States
737,Tufin,Boston,Security,55.0,0.1,2022-08-21 00:00:00,https://en.globes.co.il/en/article-israeli-cybersecurity-co-tufin-lays-off-55-1001421995,21.0,United States
1904,Turo,SF Bay Area,Transportation,108.0,0.3,2020-03-31 00:00:00,https://layoffs.fyi/2020/04/21/turo-laid-off-108-employees/,467.0,United States
1666,TutorMundi,Sao Paulo,Education,4.0,1.0,2020-04-24 00:00:00,Company executive,2.0,Brazil
362,Twiga,Nairobi,Food,211.0,0.21,2022-11-16 00:00:00,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,157.0,Kenya
643,Twilio,SF Bay Area,Other,800.0,0.11,2022-09-14 00:00:00,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,614.0,United States
133,Twine Solutions ,Tel Aviv,Hardware,30.0,0.33,2023-01-05 00:00:00,https://www.calcalistech.com/ctechnews/article/bkniefe5o,50.0,Israel
459,Twitter,SF Bay Area,Consumer,3700.0,0.5,2022-11-04 00:00:00,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,12900.0,United States
1661,UPshow,Chicago,Marketing,19.0,0.3,2020-04-24 00:00:00,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,7.0,United States
287,Ualá,Buenos Aires,Finance,53.0,0.03,2022-11-30 00:00:00,https://www.perfil.com/noticias/economia/empresa-uala-despidio-medio-centenar-trabajadores.phtml,544.0,Argentina
1531,Uber,Bengaluru,Transportation,600.0,0.23,2020-05-26 00:00:00,https://www.reuters.com/article/us-india-uber-layoffs/uber-cuts-600-jobs-in-india-as-lockdown-hits-business-idUSKBN2320S3,24700.0,India
809,Uberflip,Toronto,Marketing,31.0,0.17,2022-08-05 00:00:00,https://betakit.com/uberflip-ceo-attributes-company-layoffs-to-unsteady-economy/,42.0,Canada
1054,Udaan,Bengaluru,Retail,180.0,0.04,2022-06-27 00:00:00,https://inc42.com/buzz/exclusive-b2b-ecommerce-unicorn-udaan-lays-off-180-employees/,1500.0,India
571,Udacity,SF Bay Area,Education,55.0,0.13,2022-10-11 00:00:00,https://www.udacity.com/blog/2022/10/a-note-from-sebastian.html,235.0,United States
1199,Udayy,Gurugram,Education,100.0,1.0,2022-06-01 00:00:00,https://www.moneycontrol.com/news/business/startup/info-edge-backed-edtech-startup-udayy-shuts-down-lays-off-all-employees-8621551.html,2.0,India
1053,UiPath,New York City,Data,210.0,0.05,2022-06-27 00:00:00,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,2000.0,United States
283,Ula,Jakarta,Retail,134.0,0.23,2022-11-30 00:00:00,https://dailysocial.id/post/ula-layoff-2022,140.0,Indonesia
1306,Unacademy,Bengaluru,Education,1000.0,0.17,2022-04-07 00:00:00,https://economictimes.indiatimes.com/tech/startups/unacademy-lays-off-around-1000-employees-as-edtech-major-begins-a-massive-cost-cutting-exercise/articleshow/90703708.cms,838.0,India
1783,Unbabel,Lisbon,Support,80.0,0.35,2020-04-08 00:00:00,https://www.time24.news/i/2020/04/unbabel-will-lay-off-35-of-employees-there-are-more-than-80-people-observer.html,91.0,Portugal
827,Unbounce,Vancouver,Marketing,47.0,0.2,2022-08-03 00:00:00,https://betakit.com/unbounce-lays-off-20-percent-of-staff-as-part-of-larger-company-restructuring/,39.0,Canada
1220,Uncapped,London,Finance,29.0,0.26,2022-05-27 00:00:00,https://sifted.eu/articles/startup-tech-company-layoffs/,118.0,United Kingdom
528,Unico,Sao Paulo,Other,50.0,0.04,2022-10-24 00:00:00,https://startups.com.br/noticias/unico-demite-na-area-de-vendas-e-reforca-equipe-de-tecnologia/,336.0,Brazil
147,Uniphore,SF Bay Area,Support,76.0,0.1,2023-01-03 00:00:00,https://startup.outlookindia.com/unicorns/exclusive-uniphore-technologies-lays-off-10-of-global-workforce-news-7039,620.0,United States
1781,Unison,SF Bay Area,Finance,89.0,0.45,2020-04-08 00:00:00,https://www.bizjournals.com/sanfrancisco/news/2020/04/03/exclusive-s-f-proptech-raises-doubts-about-its.html,40.0,United States
32,Unity,SF Bay Area,Other,284.0,0.03,2023-01-17 00:00:00,https://www.wsj.com/articles/unity-software-lays-off-more-workers-as-tech-job-cuts-grow-11673974721,1300.0,United States
945,Unstoppable Domains,SF Bay Area,Crypto,42.0,0.25,2022-07-14 00:00:00,https://twitter.com/matthewegould/status/1547699609480286208,7.0,United States
134,UpScalio,Gurugram,Retail,25.0,0.15,2023-01-05 00:00:00,https://www.techinasia.com/indiabased-rollup-firm-upscalio-lays-15-staff,62.0,India
491,Upstart,SF Bay Area,Finance,140.0,0.07,2022-11-01 00:00:00,https://techcrunch.com/2022/11/01/upstart-layoffs/,144.0,United States
693,Urban Sports Club,Berlin,Fitness,55.0,0.15,2022-09-01 00:00:00,https://www.businessinsider.de/gruenderszene/business/urban-sports-club-entlaesst-55-mitarbeiter-das-sind-die-gruende-und-was-betroffene-sagen/,95.0,Germany
1893,Usermind,Seattle,Marketing,15.0,0.25,2020-04-01 00:00:00,https://www.geekwire.com/2020/seattle-marketing-software-startup-usermind-lays-off-15-employees/,46.0,United States
1744,VSCO,SF Bay Area,Consumer,45.0,0.35,2020-04-14 00:00:00,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,90.0,United States
1223,VTEX,Sao Paulo,Retail,200.0,0.13,2022-05-26 00:00:00,https://www.bloomberglinea.com.br/2022/05/26/inverno-chegou-unicornios-vtex-e-bitso-fazem-demissao-em-massa/,365.0,Brazil
456,Varonis,New York City,Security,110.0,0.05,2022-11-06 00:00:00,https://www.calcalistech.com/ctechnews/article/hjfkkmrbo,30.0,United States
1272,Vedantu,Bengaluru,Education,200.0,0.03,2022-05-05 00:00:00,https://economictimes.indiatimes.com/tech/startups/edtech-unicorn-vedantu-lays-off-200-employees/articleshow/91346831.cms,292.0,India
855,Vee,Tel Aviv,HR,16.0,0.32,2022-07-31 00:00:00,https://www.calcalistech.com/ctechnews/article/syarhxntq,15.0,Israel
409,Veev,SF Bay Area,Real Estate,100.0,0.3,2022-11-11 00:00:00,https://www.calcalistech.com/ctechnews/article/hjkataiss,597.0,United States
321,Vendease,Lagos,Food,27.0,0.09,2022-11-25 00:00:00,https://techcabal.com/2022/11/25/nigerian-food-procurement-platform-vendease-lays-off-9-of-its-workforce/,43.0,Nigeria
319,VerSe Innovation,Bengaluru,Media,150.0,0.05,2022-11-25 00:00:00,https://techcrunch.com/2022/11/28/verse-innovation-layoff-salary-cut/,1700.0,India
993,Verbit,New York City,Data,80.0,0.1,2022-07-05 00:00:00,https://www.calcalistech.com/ctechnews/article/bj4k0azi5,569.0,United States
1614,Veriff,Tallin,Security,63.0,0.21,2020-05-04 00:00:00,https://news.err.ee/1085714/estonian-id-verification-company-veriff-to-lay-off-63-staff,7.0,Estonia
79,Verily,SF Bay Area,Healthcare,250.0,0.15,2023-01-11 00:00:00,https://www.theinformation.com/articles/alphabets-verily-lays-off-staff,3500.0,United States
633,Vesalius Therapeutics,Boston,Healthcare,29.0,0.43,2022-09-19 00:00:00,https://www.bizjournals.com/boston/news/2022/09/19/flagship-pioneering-vesalius-therapeutics-layoffs.html,75.0,United States
1046,Vezeeta,Dubai,Healthcare,50.0,0.1,2022-06-28 00:00:00,https://techcrunch.com/2022/06/28/egyptian-healthtech-startup-vezeeta-cuts-10-of-500-person-staff/?tpcc=tcplustwitter,71.0,United Arab Emirates
1788,VideoAmp,Los Angeles,Marketing,21.0,0.1,2020-04-08 00:00:00,https://www.businessinsider.com/videoamp-cuts-staff-and-2020-revenue-projections-due-to-coronavirus-2020-4,106.0,United States
1332,Virgin Hyperloop,Los Angeles,Transportation,111.0,0.5,2022-02-21 00:00:00,https://www.ft.com/content/d87f77bd-0a0a-4512-b983-197f184f5352,368.0,United States
232,Voi,Stockholm,Transportation,130.0,0.13,2022-12-07 00:00:00,https://www.breakit.se/artikel/35283/voi-tvingas-drar-ner-igen-vi-ar-mycket-ledsna,515.0,United States
1069,Vouch,SF Bay Area,Finance,15.0,0.07,2022-06-23 00:00:00,Internal memo,159.0,United States
879,Vox Media,Washington D.C.,Media,39.0,0.02,2022-07-27 00:00:00,https://www.axios.com/2022/07/27/vox-media-layoffs-economic-uncertainty,307.0,United States
1070,Voyage SMS,Los Angeles,Marketing,8.0,0.13,2022-06-23 00:00:00,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,10.0,United States
13,Vroom,New York City,Transportation,275.0,0.2,2023-01-18 00:00:00,https://seekingalpha.com/news/3925618-vroom-slashes-workforce-by-20,1300.0,United States
905,WHOOP,Boston,Fitness,95.0,0.15,2022-07-21 00:00:00,https://frontofficesports.com/fitness-company-whoop-slashes-workforce-by-15/,404.0,United States
114,WalkMe,SF Bay Area,Other,43.0,0.03,2023-01-08 00:00:00,https://www.calcalistech.com/ctechnews/article/bkzauhoqo,307.0,United States
1009,WanderJaunt,SF Bay Area,Travel,85.0,1.0,2022-07-01 00:00:00,https://shorttermrentalz.com/news/wanderjaunt-ceases-operations/#.Yr7oNfKExPA.twitter,26.0,United States
950,Wave,Dakar,Finance,300.0,0.15,2022-07-13 00:00:00,https://techcrunch.com/2022/07/13/wave-a-stripe-backed-african-fintech-valued-at-1-7-billion-cut-15-of-its-staff-in-june/,292.0,Senegal
1134,Wave Sports and Entertainment,Los Angeles,Media,56.0,0.33,2022-06-13 00:00:00,https://dot.la/wave-sports-entertainment-layoffs-2657504206.html,65.0,United States
739,Wayfair,Boston,Retail,870.0,0.05,2022-08-19 00:00:00,https://www.bostonglobe.com/2022/08/19/business/wayfair-cuts-870-jobs-including-400-boston-it-reacts-decline-sales/,1700.0,United States
363,Wayflyer,Dublin,Marketing,200.0,0.4,2022-11-16 00:00:00,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,889.0,Ireland
1420,Waze,SF Bay Area,Transportation,30.0,0.054,2020-09-09 00:00:00,https://www.theverge.com/2020/9/9/21428907/waze-layoff-pandemic-google-navigation-driving,67.0,United States
1553,WeWork,New Delhi,Real Estate,100.0,0.2,2020-05-18 00:00:00,https://www.newindianexpress.com/business/2020/may/18/tough-step-needed-for-sustainable-structure-wework-india-lays-off-20-per-cent-staff-amid-covid-19-2144959.html,19500.0,India
1114,Wealthsimple,Toronto,Finance,159.0,0.13,2022-06-15 00:00:00,https://www.piquenewsmagazine.com/national-business/wealthsimple-to-layoff-13-of-staff-amid-market-volatility-5481248,900.0,Canada
1115,Weee!,SF Bay Area,Food,150.0,0.1,2022-06-15 00:00:00,https://www.businessinsider.com/softbank-backed-grocer-weee-laid-off-10-percent-of-its-staff-amid-a-slowdown-in-online-grocery-2022-6,863.0,United States
1664,Welkin Health,SF Bay Area,Healthcare,10.0,0.33,2020-04-24 00:00:00,https://nypost.com/2020/09/13/welkin-health-startup-cut-staff-three-days-before-ppp-loan/,29.0,United States
743,Wheel,Austin,Healthcare,35.0,0.17,2022-08-18 00:00:00,https://www.businessinsider.com/wheel-laid-off-17-percent-35-employees-digital-health-layoffs-2022-8,215.0,United States
1678,When I Work,Minneapolis,HR,55.0,0.35,2020-04-22 00:00:00,https://www.americaninno.com/minne/inno-news-minne/after-long-period-of-growth-when-i-work-cuts-35-of-minneapolis-staff/,24.0,United States
307,Wildlife Studios,Sao Paulo,Consumer,300.0,0.2,2022-11-28 00:00:00,https://mobilegamer.biz/massive-layoffs-at-wildlife-as-it-drops-all-non-mobile-game-projects/,260.0,Brazil
1328,Wish,SF Bay Area,Retail,190.0,0.15,2022-03-01 00:00:00,https://www.marketwatch.com/story/wish-stock-dives-as-holiday-sales-miss-layoffs-planned-11646170199,1600.0,United States
284,Wonder,New York City,Food,130.0,0.07,2022-11-30 00:00:00,https://www.theinformation.com/articles/marc-lores-kitchen-on-wheels-startup-cuts-staff-dials-back-delivery-ambitions,850.0,United States
1974,Wonderschool,SF Bay Area,Education,50.0,0.75,2020-03-25 00:00:00,https://layoffs.fyi/2020/03/26/wonderschool-lays-off-75-of-employees/,24.0,United States
1886,Wonolo,SF Bay Area,Recruiting,46.0,0.13,2020-04-01 00:00:00,https://www.bizjournals.com/sanfrancisco/news/2020/04/01/wonolo-cuts-workforce-amid-covid-19-outbreak.html,52.0,United States
1818,Wordstream,Boston,Marketing,26.0,0.1,2020-04-06 00:00:00,https://www.linkedin.com/posts/hkogan_earlier-this-week-our-executive-team-made-activity-6654464027185475585-tEV3,28.0,United States
640,WorkRamp,SF Bay Area,HR,35.0,0.2,2022-09-15 00:00:00,Internal memo,67.0,United States
1607,Workable,Boston,Recruiting,25.0,0.1,2020-05-05 00:00:00,https://www.insider.gr/epiheiriseis/tehnologia/136195/se-mazikes-apolyseis-prohora-i-workable,84.0,United States
177,Workmotion,Berlin,HR,60.0,0.2,2022-12-15 00:00:00,https://www.startbase.com/news/workmotion-entlaesst-20-prozent-seiner-belegschaft/,76.0,United States
1400,Worksmith,Austin,Retail,30.0,0.5,2020-11-09 00:00:00,https://www.bizjournals.com/austin/inno/stories/profiles/2020/11/09/pandemic-forced-worksmith-to-innovate.html,3.8,United States
755,Woven,Indianapolis,HR,5.0,0.15,2022-08-16 00:00:00,Internal memo,11.0,United States
195,Xentral,Munich,Product,20.0,0.1,2022-12-10 00:00:00,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,94.0,Germany
1291,Xiaohongshu,Shanghai,Consumer,180.0,0.09,2022-04-21 00:00:00,https://www.reuters.com/technology/chinas-xiaohongshu-kicks-off-staff-layoffs-source-2022-04-21/,917.0,China
1764,Yelp,SF Bay Area,Consumer,1000.0,0.17,2020-04-09 00:00:00,https://layoffs.fyi/2020/04/14/yelp-laid-off-1000-employees-and-furloughed-another-1100/,56.0,United States
1188,Yojak,Gurugram,Construction,140.0,0.5,2022-06-02 00:00:00,https://inc42.com/buzz/info-edge-backed-yojak-lays-off-around-140-employees/,3.0,India
367,Yotpo,New York City,Marketing,70.0,0.09,2022-11-16 00:00:00,https://www.calcalistech.com/ctechnews/article/hy00chefus,436.0,United States
1255,Zak,Sao Paulo,Food,100.0,0.4,2022-05-16 00:00:00,https://www.baguete.com.br/noticias/16/05/2022/zak-demite-40-da-equipe,29.0,United States
943,Zego,London,Finance,85.0,0.17,2022-07-14 00:00:00,https://coverager.com/layoffs-at-zego/,202.0,United Kingdom
1452,Zeitgold,Berlin,Finance,75.0,0.72,2020-07-27 00:00:00,https://layoffs.fyi/2020/08/04/bookkeeping-startup-zeitgold-lays-off-75-employees-and-pivots-to-tax-prep-software/,60.18,Germany
920,Zencity,Tel Aviv,Other,30.0,0.2,2022-07-20 00:00:00,https://www.calcalistech.com/ctechnews/article/bysqkusnc,51.0,Israel
452,Zendesk,SF Bay Area,Support,350.0,0.05,2022-11-07 00:00:00,https://twitter.com/GergelyOrosz/status/1589676662593302528,85.0,United States
1670,Zenefits,SF Bay Area,HR,87.0,0.15,2020-04-23 00:00:00,https://www.businessinsider.com/coronavirus-hr-startup-zenefits-lays-off-15-percent-staff-2020-4,583.0,United States
1909,Zenoti,Seattle,Fitness,17.0,0.04,2020-03-31 00:00:00,https://www.geekwire.com/2020/spa-salon-software-startup-zenoti-makes-small-layoff-beauty-industry-faces-covid-19-upheaval/,91.0,United States
1985,Zeus Living,SF Bay Area,Real Estate,80.0,0.3,2020-03-24 00:00:00,https://layoffs.fyi/2020/03/30/zeus-living-laid-off-80-employees,79.0,United States
1710,Zilingo,Singapore,Retail,44.0,0.05,2020-04-17 00:00:00,https://www.bloomberg.com/news/articles/2020-04-20/singapore-s-zilingo-cuts-jobs-after-putting-global-push-on-hold,307.0,Singapore
515,Zillow,Seattle,Real Estate,300.0,0.05,2022-10-26 00:00:00,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,97.0,United States
1930,ZipRecruiter,Los Angeles,Recruiting,400.0,0.39,2020-03-29 00:00:00,https://www.wsj.com/articles/ziprecruiter-downsizes-as-employers-scale-back-hiring-11585498957,219.0,United States
1945,Zipcar,Boston,Transportation,100.0,0.2,2020-03-27 00:00:00,https://layoffs.fyi/2020/04/03/zipcar-laid-off-20-of-staff-amid-widescale-travel-disruption,107.0,United States
338,Zomato,Gurugram,Food,100.0,0.04,2022-11-19 00:00:00,https://www.businesstoday.in/latest/economy/story/after-byjus-now-zomato-fires-employees-about-100-jobs-impacted-so-far-report-353435-2022-11-19,914.0,India
1751,Zoox,SF Bay Area,Transportation,100.0,0.1,2020-04-13 00:00:00,https://www.theinformation.com/briefings/b836b8,955.0,United States
1731,Zume,SF Bay Area,Food,200.0,0.67,2020-04-15 00:00:00,https://www.businessinsider.com/zume-employee-layoffs-softbank-robotics-startup-zoom-2020-4,423.0,United States
1110,Zumper,SF Bay Area,Real Estate,45.0,0.15,2022-06-16 00:00:00,https://therealdeal.com/2022/06/16/zumper-slashes-15-of-staff/,178.0,United States
1857,eGym,Munich,Fitness,100.0,0.25,2020-04-02 00:00:00,https://www.tz.de/muenchen/stadt/muenchen-ort29098/corona-muenchen-kuendigung-video-videocall-start-up-mitarbeiter-erklaerung-firma-13637702.html,109.0,Germany
992,eToro,Tel Aviv,Finance,100.0,0.06,2022-07-05 00:00:00,https://www.calcalistech.com/ctechnews/article/ryoxm611sc,322.0,Israel
1800,ezCater,Boston,Food,400.0,0.44,2020-04-07 00:00:00,https://www.axios.com/ezcater-corporate-catering-unicorn-lays-off-hundreds-084d76ff-45fc-4011-8121-e938924e3819.html,319.0,United States
397,iFit,Logan,Fitness,300.0,0.2,2022-11-14 00:00:00,https://www.sltrib.com/news/2022/11/14/hundreds-utah-jobs-cut-logans/,200.0,United States
1162,iPrice Group,Kuala Lumpur,Retail,50.0,0.2,2022-06-08 00:00:00,https://www.techinasia.com/malaysias-iprice-group-sacks-20-employees,26.0,Malaysia
806,iRobot,Boston,Consumer,140.0,0.1,2022-08-05 00:00:00,https://www.geekwire.com/2022/amazon-to-acquire-roomba-maker-irobot-for-1-7-billion/,30.0,United States
18,nCino,Wilmington,Finance,100.0,0.07,2023-01-18 00:00:00,https://portcitydaily.com/local-news/2023/01/18/ncino-lays-off-7-of-workforce-cites-challenges-in-global-economy/,1100.0,United States
1905,uShip,Austin,Logistics,65.0,0.37,2020-03-31 00:00:00,https://www.bizjournals.com/austin/news/2020/03/31/austin-layoffs-rounded-up-incredibly-talented.html,69.0,United States
